"Data Source","World Development Indicators",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014",
"Aruba","ABW","Arable land (hectares per person)","AG.LND.ARBL.HA.PC","","0.0360782898890593","0.0355707324013801","0.0352752350212533","0.0350698767293833","0.0348675034867503","0.034654837815359","0.0344536512256886","0.0342553738117667","0.03405762550235","0.0338610005925675","0.033648507688684","0.0334174338752527","0.0332010823552848","0.0330441966129698","0.0329733740004946","0.0330092921157306","0.033131232813173","0.0332745482980069","0.0333455600386808","0.0332800851970181","0.0330212822163885","0.032603025560772","0.0321522731657128","0.0318314207954672","0.0317319286666244","0.0319264414788328","0.0323441416673405","0.0327455506982989","0.0327696945864465","0.0321812447705477","0.0309487334230847","0.029310471165824","0.0275869679163563","0.0260756192959583","0.0248985384557926","0.0240399062443656","0.0234063220475851","0.022915807323892","0.0224709001842614","0.0220123709524753","0.0215299158180292","0.021053739670509","0.0206153687574086","0.0202548054525936","0.0199938019214044","0.0198353664583953","0.0197591361305684","0.019734764761604","0.0197203652211639","0.0196856206384047","0.0196209237530903","0.0195343022347242","","",
"Andorra","AND","Arable land (hectares per person)","AG.LND.ARBL.HA.PC","","0.0695603784084585","0.0650364203954214","0.0609384521633151","0.0572409845449342","0.0539054498409789","0.0509009467576097","0.0481811611659841","0.045687134502924","0.0433632539785786","0.0411878578195148","0.0391236306729265","0.0371857801576677","0.0354220537706776","0.0338822253845633","0.0325669250309386","0.0314653409269689","0.0305166468308462","0.0296331417056836","0.0287199517504811","0.0277292515874997","0.0266652445202923","0.0255676007363469","0.0244726151436543","0.0234170101161484","0.0224230329394354","0.0214984413630012","0.0206364274216848","0.0198290733874006","0.0190661404411905","0.0366898424171268","0.0352895507640188","0.0339535515414912","0.0327852728554333","0.0318943658602708","0.0313214520625176","0.0311167812801444","0.0312061163988142","0.0344832991112713","0.0358903938580613","0.0351687334668726","0.0352941176470588","0.0348971928698056","0.033049984797007","0.0316215532506957","0.0307794590202283","0.0293122610745386","0.0282930669684594","0.0275106603808976","0.0292401378100408","0.032089542659838","0.0321068516021319","0.0306278713629403","","",
"Afghanistan","AFG","Arable land (hectares per person)","AG.LND.ARBL.HA.PC","","0.854410275975636","0.842286455497795","0.829808254332911","0.816999368710872","0.798769894362681","0.784274471040152","0.767371864844723","0.749490959575836","0.732580862806898","0.714439975739906","0.697667476844063","0.679297827612418","0.661020167215539","0.644473266947427","0.630189000931341","0.617640146140998","0.6068529114363","0.599260719853796","0.59666015142948","0.600132120110488","0.61016116585677","0.626063853447554","0.646140052449255","0.667273764879214","0.68609730074056","0.702334547605541","0.714989017099807","0.718219578157226","0.705285081847398","0.674270724213641","0.627178324717098","0.572695555621843","0.515573801549555","0.467272768522303","0.435173901529921","0.415252376732031","0.404022327477735","0.39785942703729","0.382897524104457","0.373045190761414","0.35989687359558","0.345812146446715","0.336215273292576","0.325413359484088","0.313947368262274","0.30408155159777","0.29579597410066","0.288322847010918","0.281252613171695","0.274387336601848","0.267681550003642","0.261194340123179","","",
"Angola","AGO","Arable land (hectares per person)","AG.LND.ARBL.HA.PC","","0.528013593087017","0.524264107947145","0.518587649415683","0.514991592528165","0.509768320420123","0.506635752235575","0.503590708520096","0.500404873033636","0.498514512702923","0.489196599172718","0.479401125501594","0.469190143835901","0.458638914689524","0.447853415415084","0.436903062359023","0.425923589601766","0.414905108340308","0.403649885781001","0.391934051284435","0.379723249839174","0.36700173503234","0.354086333329792","0.341583799222225","0.330117420489796","0.319959539461272","0.311136164128833","0.303314854834556","0.295977109742699","0.288524686719398","0.280631292672891","0.276924396917334","0.272658909702458","0.263802220089137","0.255461946729031","0.247832457328207","0.240926216747665","0.234532796597211","0.228353218585334","0.222047610560466","0.215440939379947","0.208546470722891","0.208241332088901","0.213992863662228","0.206550595663752","0.199463551843841","0.192729889818658","0.1919513229511","0.185645851817153","0.211342207944882","0.2097280676106","0.203166523706808","0.23534468991536","","",
"Albania","ALB","Arable land (hectares per person)","AG.LND.ARBL.HA.PC","","0.260272321966502","0.254774241389244","0.249628252471745","0.244193513713147","0.246676437198592","0.248097095279208","0.248270500885736","0.247246661181087","0.244992662229577","0.243973366162814","0.242246622602158","0.240735473620296","0.238597811169861","0.237008770601041","0.234112085215136","0.233879975237195","0.230749705794125","0.227178320563807","0.222703366755391","0.21893737156142","0.215696229277755","0.21154496785163","0.207105585169974","0.202793733294909","0.198666874440512","0.194863091309404","0.191334493231137","0.187758406484857","0.180300581515845","0.176173011024962","0.176932095420887","0.178008333130585","0.178787941698399","0.179888861730624","0.181003480787908","0.182131941176118","0.183592252406948","0.184431665990098","0.185603475063192","0.187113935876896","0.18863546392412","0.189419573202964","0.190528994854069","0.191734898969309","0.179769333891131","0.196763642391514","0.19653981121297","0.209437817397004","0.2111428653647","0.219136036921272","0.219839488897929","0.220974479250136","","",
"Arab World","ARB","Arable land (hectares per person)","AG.LND.ARBL.HA.PC","","0.478647424702898","0.465921890524663","0.455514105990929","0.446647200417418","0.43870487938579","0.425513259741681","0.416191959822363","0.403717208926177","0.394626523546027","0.386253210632569","0.385390205235218","0.372910311165345","0.364002718148454","0.357015299665366","0.347250996922224","0.340505622757309","0.329106193049259","0.320152646908446","0.309316308409542","0.299154945232086","0.291974462051032","0.284543829709556","0.275473298097941","0.270184694997823","0.263970797440362","0.258278711647111","0.253777116415948","0.247668098287638","0.241963206322799","0.236771882114781","0.233680194546013","0.232820601056225","0.238376601891186","0.231913674543305","0.228574807354099","0.225450057510083","0.220224859165521","0.215508089858015","0.210012042897048","0.202009340469479","0.197600231446912","0.194999003179249","0.197111784154964","0.190553823955879","0.188703030516485","0.182386145722044","0.179452623347573","0.172729543971695","0.16541281530833","0.163347743034193","0.154661025396596","0.161818206994167","","",
"United Arab Emirates","ARE","Arable land (hectares per person)","AG.LND.ARBL.HA.PC","","0.0511629334779539","0.0459668670822071","0.0411272147005116","0.0371993363638393","0.0341667748614537","0.038243355217031","0.0358508604206501","0.0331928170743851","0.029827448212093","0.0302337936068484","0.0257153458162969","0.0217095326557892","0.0209096207778902","0.0198742182807476","0.0206478933517538","0.0176437565161601","0.016583358323533","0.0145069276624141","0.0129573960816834","0.0157662651196019","0.0174206443804669","0.0155741002712489","0.0189241224966677","0.0187896343850309","0.0192990295557215","0.020323565173819","0.0191444667869907","0.0180217130570418","0.0169880234434724","0.0193745024904539","0.0183437962853288","0.0188775132552434","0.018857757350636","0.0188158639236721","0.0183266881330432","0.0186173764878724","0.0172480340115899","0.0130742786085191","0.0148601350267897","0.0198258497359197","0.0226684682245545","0.0232632509803909","0.0189953028177751","0.0172194285445647","0.0163899536333032","0.0103781268465528","0.00769317413637652","0.00758975882658798","0.00646513832869567","0.00599416907134329","0.00566940680526013","0.00510555961767397","","",
"Argentina","ARG","Arable land (hectares per person)","AG.LND.ARBL.HA.PC","","0.88729358090782","0.900668645507997","0.906113091975009","0.910582940629264","0.917788102414225","0.955307836322804","0.973825704421734","1.02499851521116","1.09674147465291","1.08430324258382","1.06685662185595","1.04898645718138","1.03111884961401","1.01378225275128","0.997297974568365","0.981730931339815","0.966910680212738","0.952621969228625","0.938580314967338","0.924604380455499","0.910679088843155","0.931385550877815","0.917262762896001","0.903415996566216","0.889902014866703","0.876723545134913","0.857474493173383","0.831421744426688","0.822805878707099","0.814562532869859","0.806646818156229","0.799056036933244","0.791768504909333","0.784840570937648","0.778137664653413","0.771663622491675","0.76546384054727","0.759498746889378","0.754000637225295","0.748989237127635","0.744392221565423","0.74046818627152","0.755417158903021","0.803340665073142","0.851211557567983","0.893946211338025","0.92630925497943","0.883605370015987","0.844425923168759","0.921800998577706","0.934180676062195","0.956289576000658","","",
"Armenia","ARM","Arable land (hectares per person)","AG.LND.ARBL.HA.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.12262657425126","0.128499115492809","0.132221135746121","0.134960177440057","0.14180262649976","0.145012894992816","0.146163231241796","0.145451254436263","0.146289227456342","0.148694754179793","0.149327109073115","0.14986666807201","0.150380810483162","0.150916260712981","0.150820320682165","0.151209980862121","0.150935956752806","0.151272474406651","0.151341523659894","0.145135824460548","0.151023161712328","","",
"American Samoa","ASM","Arable land (hectares per person)","AG.LND.ARBL.HA.PC","","0.0488328938372888","0.0473529690311583","0.0456975734588493","0.0440509228668341","0.0425206225019134","0.0411184210526316","0.0398152572065616","0.0386309201885189","0.0375727972947586","0.0366407738531438","0.0358217509671873","0.0351000351000351","0.0344661198042324","0.0339086500966397","0.0334090605372177","0.0329760923330585","0.0325839035516455","0.0321491721588169","0.0315756236185665","0.0308109440473256","0.0298614429049212","0.0287852619458837","0.0276510438269045","0.0265343487144108","0.025479654495885","0.0244887963756581","0.0235582359592914","0.0227019909646076","0.0219341536706806","0.0212566958591956","0.0206701254676616","0.0241950117950683","0.023656973878758","0.0231628930453414","0.0283693308620494","0.0370878611430479","0.0364020239525318","0.042934578436108","0.0440388951521984","0.0434616320712075","0.0429730473047305","0.0425684074307412","0.0564981308253125","0.0556849245722385","0.0558215065040513","0.0562640660165041","0.0517964743866434","0.0518815837905106","0.0533380744955107","0.0539219210583076","0.0542750660346637","0.0544188071397475","","",
